Algorithm,Framework,Seed,Coverage_Rate_%,Agent_Deaths,Cumulative_Reward,Avg_Battery_Level,Charging_Steps,Time_to_80%_Coverage_Steps
I-DQN_SelfHeal,RLlib,1024,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1025,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1026,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1027,7.04,4,220.0,75.62,81,750
I-DQN_SelfHeal,RLlib,1028,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1029,11.2,4,350.0,75.44,83,750
I-DQN_SelfHeal,RLlib,1030,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1031,9.12,4,285.0,77.04,83,750
I-DQN_SelfHeal,RLlib,1032,11.2,4,350.0,72.93,83,750
I-DQN_SelfHeal,RLlib,1033,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1034,4.16,4,130.0,73.48,83,750
I-DQN_SelfHeal,RLlib,1035,9.12,4,285.0,73.48,83,750
I-DQN_SelfHeal,RLlib,1036,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1037,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1038,2.88,4,90.0,67.49,38,750
I-DQN_SelfHeal,RLlib,1039,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1040,7.2,4,225.0,81.35,81,750
I-DQN_SelfHeal,RLlib,1041,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1042,4.16,4,130.0,78.17,110,750
I-DQN_SelfHeal,RLlib,1043,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1044,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1045,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1046,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1047,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1048,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1049,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1050,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1051,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1052,2.88,4,90.0,65.03,21,750
I-DQN_SelfHeal,RLlib,1053,2.88,4,90.0,62.66,6,750
I-DQN_SelfHeal,RLlib,1054,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1055,4.16,4,130.0,78.31,110,750
I-DQN_SelfHeal,RLlib,1056,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1057,4.16,4,130.0,76.77,110,750
I-DQN_SelfHeal,RLlib,1058,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1059,2.88,4,90.0,71.99,73,750
I-DQN_SelfHeal,RLlib,1060,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1061,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1062,8.0,4,250.0,72.73,83,750
I-DQN_SelfHeal,RLlib,1063,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1064,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1065,4.16,4,130.0,77.53,110,750
I-DQN_SelfHeal,RLlib,1066,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1067,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1068,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1069,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1070,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1071,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1072,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1073,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1074,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1075,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1076,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1077,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1078,4.16,4,130.0,77.84,110,750
I-DQN_SelfHeal,RLlib,1079,11.2,4,350.0,74.35,83,750
I-DQN_SelfHeal,RLlib,1080,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1081,1.76,4,55.0,74.75,83,750
I-DQN_SelfHeal,RLlib,1082,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1083,7.52,4,235.0,76.08,89,750
I-DQN_SelfHeal,RLlib,1084,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1085,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1086,11.2,4,350.0,73.57,83,750
I-DQN_SelfHeal,RLlib,1087,10.88,4,340.0,72.22,83,750
I-DQN_SelfHeal,RLlib,1088,11.2,4,350.0,73.02,83,750
I-DQN_SelfHeal,RLlib,1089,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1090,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1091,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1092,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1093,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1094,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1095,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1096,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1097,11.2,4,350.0,71.44,83,750
I-DQN_SelfHeal,RLlib,1098,11.2,4,350.0,70.97,83,750
I-DQN_SelfHeal,RLlib,1099,7.52,4,235.0,75.71,89,750
QMIX_Vanilla,EPyMARL,1000,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1001,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1002,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1003,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1004,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1005,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1006,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1007,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1008,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1009,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1010,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1011,11.52,4,360.0,66.06,0,750
QMIX_Vanilla,EPyMARL,1012,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1013,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1014,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1015,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1016,7.2,4,225.0,65.43,0,750
QMIX_Vanilla,EPyMARL,1017,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1018,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1019,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1020,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1021,8.0,4,250.0,65.79,0,750
QMIX_Vanilla,EPyMARL,1022,11.84,4,370.0,62.48,0,750
QMIX_Vanilla,EPyMARL,1023,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1024,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1025,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1026,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1027,11.84,4,370.0,66.1,0,750
QMIX_Vanilla,EPyMARL,1028,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1029,11.84,4,370.0,63.36,0,750
QMIX_Vanilla,EPyMARL,1030,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1031,11.84,4,370.0,65.54,0,750
QMIX_Vanilla,EPyMARL,1032,11.84,4,370.0,63.96,0,750
QMIX_Vanilla,EPyMARL,1033,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1034,11.84,4,370.0,64.5,0,750
QMIX_Vanilla,EPyMARL,1035,11.84,4,370.0,64.5,0,750
QMIX_Vanilla,EPyMARL,1036,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1037,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1038,8.0,4,250.0,65.79,0,750
QMIX_Vanilla,EPyMARL,1039,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1040,6.08,4,190.0,64.11,0,750
QMIX_Vanilla,EPyMARL,1041,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1042,11.84,4,370.0,66.33,0,750
QMIX_Vanilla,EPyMARL,1043,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1044,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1045,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1046,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1047,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1048,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1049,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1050,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1051,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1052,7.2,4,225.0,64.49,0,750
QMIX_Vanilla,EPyMARL,1053,5.76,4,180.0,62.62,0,750
QMIX_Vanilla,EPyMARL,1054,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1055,11.2,4,350.0,66.02,0,750
QMIX_Vanilla,EPyMARL,1056,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1057,5.76,4,180.0,62.92,0,750
QMIX_Vanilla,EPyMARL,1058,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1059,11.84,4,370.0,66.12,0,750
QMIX_Vanilla,EPyMARL,1060,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1061,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1062,11.84,4,370.0,63.77,0,750
QMIX_Vanilla,EPyMARL,1063,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1064,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1065,11.84,4,370.0,65.98,0,750
QMIX_Vanilla,EPyMARL,1066,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1067,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1068,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1069,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1070,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1071,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1072,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1073,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1074,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1075,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1076,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1077,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1078,7.2,4,225.0,64.88,0,750
QMIX_Vanilla,EPyMARL,1079,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1080,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1081,11.84,4,370.0,65.66,0,750
QMIX_Vanilla,EPyMARL,1082,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1083,11.84,4,370.0,66.25,0,750
QMIX_Vanilla,EPyMARL,1084,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1085,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1086,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1087,11.84,4,370.0,63.26,0,750
QMIX_Vanilla,EPyMARL,1088,11.84,4,370.0,64.05,0,750
QMIX_Vanilla,EPyMARL,1089,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1090,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1091,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1092,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1093,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1094,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1095,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1096,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1097,11.84,4,370.0,62.48,0,750
QMIX_Vanilla,EPyMARL,1098,11.84,4,370.0,62.0,0,750
QMIX_Vanilla,EPyMARL,1099,11.68,4,365.0,64.69,0,750
QMIX_SelfHeal,EPyMARL,1000,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1001,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1002,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1003,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1004,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1005,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1006,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1007,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1008,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1009,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1010,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1011,11.36,4,355.0,68.31,41,750
QMIX_SelfHeal,EPyMARL,1012,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1013,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1014,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1015,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1016,11.84,4,370.0,70.88,41,750
QMIX_SelfHeal,EPyMARL,1017,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1018,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1019,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1020,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1021,2.72,4,85.0,67.49,38,750
QMIX_SelfHeal,EPyMARL,1022,14.56,4,455.0,67.25,41,750
QMIX_SelfHeal,EPyMARL,1023,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1024,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1025,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1026,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1027,9.12,4,285.0,71.33,41,750
QMIX_SelfHeal,EPyMARL,1028,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1029,14.56,4,455.0,71.09,41,750
QMIX_SelfHeal,EPyMARL,1030,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1031,14.56,4,455.0,73.06,41,750
QMIX_SelfHeal,EPyMARL,1032,14.56,4,455.0,68.75,41,750
QMIX_SelfHeal,EPyMARL,1033,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1034,14.56,4,455.0,69.29,41,750
QMIX_SelfHeal,EPyMARL,1035,14.56,4,455.0,69.29,41,750
QMIX_SelfHeal,EPyMARL,1036,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1037,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1038,2.72,4,85.0,67.49,38,750
QMIX_SelfHeal,EPyMARL,1039,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1040,11.84,4,370.0,74.94,41,750
QMIX_SelfHeal,EPyMARL,1041,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1042,13.6,4,425.0,71.39,41,750
QMIX_SelfHeal,EPyMARL,1043,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1044,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1045,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1046,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1047,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1048,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1049,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1050,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1051,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1052,3.2,4,100.0,65.03,21,750
QMIX_SelfHeal,EPyMARL,1053,3.2,4,100.0,62.66,6,750
QMIX_SelfHeal,EPyMARL,1054,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1055,11.2,4,350.0,71.29,41,750
QMIX_SelfHeal,EPyMARL,1056,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1057,11.52,4,360.0,67.43,30,750
QMIX_SelfHeal,EPyMARL,1058,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1059,14.56,4,455.0,70.88,41,750
QMIX_SelfHeal,EPyMARL,1060,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1061,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1062,14.56,4,455.0,68.55,41,750
QMIX_SelfHeal,EPyMARL,1063,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1064,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1065,14.56,4,455.0,70.89,41,750
QMIX_SelfHeal,EPyMARL,1066,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1067,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1068,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1069,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1070,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1071,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1072,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1073,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1074,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1075,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1076,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1077,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1078,11.36,4,355.0,69.33,32,750
QMIX_SelfHeal,EPyMARL,1079,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1080,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1081,14.56,4,455.0,70.53,41,750
QMIX_SelfHeal,EPyMARL,1082,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1083,14.56,4,455.0,71.22,41,750
QMIX_SelfHeal,EPyMARL,1084,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1085,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1086,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1087,14.56,4,455.0,68.04,41,750
QMIX_SelfHeal,EPyMARL,1088,14.56,4,455.0,68.84,41,750
QMIX_SelfHeal,EPyMARL,1089,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1090,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1091,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1092,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1093,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1094,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1095,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1096,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1097,14.56,4,455.0,67.25,41,750
QMIX_SelfHeal,EPyMARL,1098,14.56,4,455.0,66.77,41,750
QMIX_SelfHeal,EPyMARL,1099,5.76,4,180.0,72.82,62,750
MAA2C_Vanilla,EPyMARL,1000,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1001,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1002,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1003,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1004,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1005,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1006,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1007,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1008,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1009,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1010,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1011,11.2,4,350.0,66.06,0,750
MAA2C_Vanilla,EPyMARL,1012,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1013,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1014,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1015,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1016,11.2,4,350.0,65.43,0,750
MAA2C_Vanilla,EPyMARL,1017,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1018,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1019,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1020,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1021,11.2,4,350.0,65.79,0,750
MAA2C_Vanilla,EPyMARL,1022,11.2,4,350.0,62.48,0,750
MAA2C_Vanilla,EPyMARL,1023,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1024,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1025,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1026,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1027,11.2,4,350.0,66.1,0,750
MAA2C_Vanilla,EPyMARL,1028,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1029,11.2,4,350.0,63.36,0,750
MAA2C_Vanilla,EPyMARL,1030,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1031,11.2,4,350.0,65.54,0,750
MAA2C_Vanilla,EPyMARL,1032,11.2,4,350.0,63.96,0,750
MAA2C_Vanilla,EPyMARL,1033,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1034,11.2,4,350.0,64.5,0,750
MAA2C_Vanilla,EPyMARL,1035,11.2,4,350.0,64.5,0,750
MAA2C_Vanilla,EPyMARL,1036,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1037,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1038,11.2,4,350.0,65.79,0,750
MAA2C_Vanilla,EPyMARL,1039,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1040,10.24,4,320.0,64.11,0,750
MAA2C_Vanilla,EPyMARL,1041,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1042,11.2,4,350.0,66.33,0,750
MAA2C_Vanilla,EPyMARL,1043,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1044,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1045,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1046,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1047,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1048,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1049,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1050,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1051,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1052,11.2,4,350.0,64.49,0,750
MAA2C_Vanilla,EPyMARL,1053,11.2,4,350.0,62.62,0,750
MAA2C_Vanilla,EPyMARL,1054,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1055,11.2,4,350.0,66.02,0,750
MAA2C_Vanilla,EPyMARL,1056,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1057,11.2,4,350.0,62.92,0,750
MAA2C_Vanilla,EPyMARL,1058,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1059,11.2,4,350.0,66.12,0,750
MAA2C_Vanilla,EPyMARL,1060,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1061,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1062,11.2,4,350.0,63.77,0,750
MAA2C_Vanilla,EPyMARL,1063,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1064,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1065,11.2,4,350.0,65.98,0,750
MAA2C_Vanilla,EPyMARL,1066,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1067,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1068,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1069,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1070,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1071,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1072,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1073,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1074,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1075,11.2,4,350.0,62.0,0,750
