Algorithm,Framework,Seed,Coverage_Rate_%,Agent_Deaths,Cumulative_Reward,Avg_Battery_Level,Charging_Steps,Time_to_80%_Coverage_Steps
MAA2C_Vanilla,EPyMARL,1076,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1077,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1078,11.2,4,350.0,64.88,0,750
MAA2C_Vanilla,EPyMARL,1079,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1080,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1081,11.2,4,350.0,65.66,0,750
MAA2C_Vanilla,EPyMARL,1082,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1083,11.2,4,350.0,66.25,0,750
MAA2C_Vanilla,EPyMARL,1084,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1085,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1086,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1087,11.2,4,350.0,63.26,0,750
MAA2C_Vanilla,EPyMARL,1088,11.2,4,350.0,64.05,0,750
MAA2C_Vanilla,EPyMARL,1089,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1090,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1091,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1092,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1093,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1094,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1095,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1096,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1097,11.2,4,350.0,62.48,0,750
MAA2C_Vanilla,EPyMARL,1098,11.2,4,350.0,62.0,0,750
MAA2C_Vanilla,EPyMARL,1099,11.2,4,350.0,64.69,0,750
MAA2C_SelfHeal,EPyMARL,1000,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1001,13.76,1,430.0,23.72,139,750
MAA2C_SelfHeal,EPyMARL,1002,15.2,4,475.0,42.15,20,750
MAA2C_SelfHeal,EPyMARL,1003,13.92,4,435.0,29.17,69,750
MAA2C_SelfHeal,EPyMARL,1004,15.84,4,495.0,38.07,28,750
MAA2C_SelfHeal,EPyMARL,1005,14.08,4,440.0,22.6,88,750
MAA2C_SelfHeal,EPyMARL,1006,14.56,4,455.0,35.61,56,750
MAA2C_SelfHeal,EPyMARL,1007,15.2,4,475.0,23.54,84,750
MAA2C_SelfHeal,EPyMARL,1008,13.76,1,430.0,18.35,156,750
MAA2C_SelfHeal,EPyMARL,1009,14.56,4,455.0,44.57,16,750
MAA2C_SelfHeal,EPyMARL,1010,14.4,4,450.0,37.56,35,750
MAA2C_SelfHeal,EPyMARL,1011,20.96,4,655.0,62.3,3,750
MAA2C_SelfHeal,EPyMARL,1012,13.76,1,430.0,25.41,128,750
MAA2C_SelfHeal,EPyMARL,1013,15.04,4,470.0,20.48,111,750
MAA2C_SelfHeal,EPyMARL,1014,13.76,4,430.0,19.89,116,750
MAA2C_SelfHeal,EPyMARL,1015,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1016,18.24,4,570.0,65.43,0,750
MAA2C_SelfHeal,EPyMARL,1017,13.76,1,430.0,28.12,121,750
MAA2C_SelfHeal,EPyMARL,1018,14.88,2,465.0,17.6,161,750
MAA2C_SelfHeal,EPyMARL,1019,15.2,4,475.0,29.15,52,750
MAA2C_SelfHeal,EPyMARL,1020,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1021,20.64,4,645.0,65.79,0,750
MAA2C_SelfHeal,EPyMARL,1022,13.92,4,435.0,29.5,102,750
MAA2C_SelfHeal,EPyMARL,1023,13.76,1,430.0,27.36,129,750
MAA2C_SelfHeal,EPyMARL,1024,14.24,4,445.0,19.94,119,750
MAA2C_SelfHeal,EPyMARL,1025,14.24,4,445.0,51.77,8,750
MAA2C_SelfHeal,EPyMARL,1026,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1027,17.44,4,545.0,66.1,0,750
MAA2C_SelfHeal,EPyMARL,1028,14.4,4,450.0,35.72,31,750
MAA2C_SelfHeal,EPyMARL,1029,15.52,4,485.0,59.35,3,750
MAA2C_SelfHeal,EPyMARL,1030,14.08,4,440.0,23.28,83,750
MAA2C_SelfHeal,EPyMARL,1031,14.08,4,440.0,65.54,0,750
MAA2C_SelfHeal,EPyMARL,1032,14.4,4,450.0,63.96,0,750
MAA2C_SelfHeal,EPyMARL,1033,13.92,4,435.0,31.89,69,750
MAA2C_SelfHeal,EPyMARL,1034,13.76,1,430.0,28.03,120,750
MAA2C_SelfHeal,EPyMARL,1035,14.56,4,455.0,57.36,6,750
MAA2C_SelfHeal,EPyMARL,1036,14.08,4,440.0,25.11,83,750
MAA2C_SelfHeal,EPyMARL,1037,13.76,1,430.0,18.63,154,750
MAA2C_SelfHeal,EPyMARL,1038,20.64,4,645.0,65.79,0,750
MAA2C_SelfHeal,EPyMARL,1039,14.56,4,455.0,41.67,20,750
MAA2C_SelfHeal,EPyMARL,1040,14.88,4,465.0,64.11,0,750
MAA2C_SelfHeal,EPyMARL,1041,13.76,1,430.0,27.84,126,750
MAA2C_SelfHeal,EPyMARL,1042,17.12,4,535.0,60.21,5,750
MAA2C_SelfHeal,EPyMARL,1043,15.2,4,475.0,35.31,41,750
MAA2C_SelfHeal,EPyMARL,1044,14.56,4,455.0,17.67,152,750
MAA2C_SelfHeal,EPyMARL,1045,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1046,13.76,1,430.0,22.0,138,750
MAA2C_SelfHeal,EPyMARL,1047,13.76,4,430.0,19.29,124,750
MAA2C_SelfHeal,EPyMARL,1048,14.24,4,445.0,42.39,19,750
MAA2C_SelfHeal,EPyMARL,1049,14.56,4,455.0,23.88,132,750
MAA2C_SelfHeal,EPyMARL,1050,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1051,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1052,21.6,4,675.0,61.65,2,750
MAA2C_SelfHeal,EPyMARL,1053,20.0,4,625.0,60.97,1,750
MAA2C_SelfHeal,EPyMARL,1054,14.72,4,460.0,27.3,118,750
MAA2C_SelfHeal,EPyMARL,1055,14.56,4,455.0,61.23,3,750
MAA2C_SelfHeal,EPyMARL,1056,14.4,4,450.0,48.64,11,750
MAA2C_SelfHeal,EPyMARL,1057,14.4,1,450.0,26.26,120,750
MAA2C_SelfHeal,EPyMARL,1058,16.0,4,500.0,21.37,104,750
MAA2C_SelfHeal,EPyMARL,1059,18.4,4,575.0,62.61,3,750
MAA2C_SelfHeal,EPyMARL,1060,13.76,1,430.0,24.76,136,750
MAA2C_SelfHeal,EPyMARL,1061,13.76,1,430.0,23.88,135,750
MAA2C_SelfHeal,EPyMARL,1062,13.76,1,430.0,27.54,120,750
MAA2C_SelfHeal,EPyMARL,1063,14.56,4,455.0,30.98,44,750
MAA2C_SelfHeal,EPyMARL,1064,13.76,1,430.0,18.99,152,750
MAA2C_SelfHeal,EPyMARL,1065,14.56,4,455.0,61.42,3,750
MAA2C_SelfHeal,EPyMARL,1066,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1067,13.92,4,435.0,36.96,35,750
MAA2C_SelfHeal,EPyMARL,1068,14.4,4,450.0,42.28,19,750
MAA2C_SelfHeal,EPyMARL,1069,15.2,4,475.0,28.23,56,750
MAA2C_SelfHeal,EPyMARL,1070,15.2,4,475.0,35.72,32,750
MAA2C_SelfHeal,EPyMARL,1071,16.16,3,505.0,17.75,155,750
MAA2C_SelfHeal,EPyMARL,1072,14.24,4,445.0,31.24,44,750
MAA2C_SelfHeal,EPyMARL,1073,14.4,4,450.0,29.11,51,750
MAA2C_SelfHeal,EPyMARL,1074,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1075,13.76,1,430.0,22.0,144,750
MAA2C_SelfHeal,EPyMARL,1076,15.2,4,475.0,23.95,80,750
MAA2C_SelfHeal,EPyMARL,1077,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1078,14.56,4,455.0,60.12,3,750
MAA2C_SelfHeal,EPyMARL,1079,14.24,4,445.0,53.09,7,750
MAA2C_SelfHeal,EPyMARL,1080,13.76,0,430.0,17.47,164,750
MAA2C_SelfHeal,EPyMARL,1081,14.56,4,455.0,61.2,3,750
MAA2C_SelfHeal,EPyMARL,1082,15.2,4,475.0,31.36,44,750
MAA2C_SelfHeal,EPyMARL,1083,17.12,4,535.0,61.89,4,750
MAA2C_SelfHeal,EPyMARL,1084,13.76,1,430.0,25.43,134,750
MAA2C_SelfHeal,EPyMARL,1085,13.76,4,430.0,33.5,36,750
MAA2C_SelfHeal,EPyMARL,1086,13.76,4,430.0,56.12,4,750
MAA2C_SelfHeal,EPyMARL,1087,13.76,1,430.0,31.12,120,750
MAA2C_SelfHeal,EPyMARL,1088,14.56,4,455.0,64.05,0,750
MAA2C_SelfHeal,EPyMARL,1089,13.76,1,430.0,18.96,154,750
MAA2C_SelfHeal,EPyMARL,1090,13.76,1,430.0,18.56,155,750
MAA2C_SelfHeal,EPyMARL,1091,13.76,1,430.0,24.26,132,750
MAA2C_SelfHeal,EPyMARL,1092,16.32,4,510.0,18.66,140,750
MAA2C_SelfHeal,EPyMARL,1093,13.76,1,430.0,17.91,157,750
MAA2C_SelfHeal,EPyMARL,1094,13.76,1,430.0,26.72,126,750
MAA2C_SelfHeal,EPyMARL,1095,14.56,4,455.0,44.61,16,750
MAA2C_SelfHeal,EPyMARL,1096,15.36,4,480.0,27.48,59,750
MAA2C_SelfHeal,EPyMARL,1097,13.6,4,425.0,62.48,0,750
MAA2C_SelfHeal,EPyMARL,1098,16.0,4,500.0,38.13,28,750
MAA2C_SelfHeal,EPyMARL,1099,19.68,4,615.0,64.69,0,750
COMA_Vanilla,EPyMARL,1000,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1001,5.6,1,175.0,105.81,204,750
COMA_Vanilla,EPyMARL,1002,5.28,4,165.0,104.07,514,750
COMA_Vanilla,EPyMARL,1003,5.6,2,175.0,106.76,222,750
COMA_Vanilla,EPyMARL,1004,5.28,3,165.0,105.69,643,750
COMA_Vanilla,EPyMARL,1005,5.44,4,170.0,97.98,132,750
COMA_Vanilla,EPyMARL,1006,6.08,2,190.0,106.96,222,750
COMA_Vanilla,EPyMARL,1007,5.76,3,180.0,103.39,458,750
COMA_Vanilla,EPyMARL,1008,5.6,1,175.0,105.34,206,750
COMA_Vanilla,EPyMARL,1009,5.44,4,170.0,89.82,48,750
COMA_Vanilla,EPyMARL,1010,5.28,3,165.0,108.06,531,750
COMA_Vanilla,EPyMARL,1011,5.92,3,185.0,107.73,756,750
COMA_Vanilla,EPyMARL,1012,5.44,1,170.0,105.81,180,750
COMA_Vanilla,EPyMARL,1013,5.28,3,165.0,102.41,339,750
COMA_Vanilla,EPyMARL,1014,5.28,3,165.0,105.06,274,750
COMA_Vanilla,EPyMARL,1015,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1016,4.64,4,145.0,65.43,0,750
COMA_Vanilla,EPyMARL,1017,5.6,1,175.0,106.33,204,750
COMA_Vanilla,EPyMARL,1018,5.6,1,175.0,105.26,204,750
COMA_Vanilla,EPyMARL,1019,5.28,3,165.0,104.77,576,750
COMA_Vanilla,EPyMARL,1020,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1021,5.28,3,165.0,108.28,720,750
COMA_Vanilla,EPyMARL,1022,5.6,2,175.0,107.05,234,750
COMA_Vanilla,EPyMARL,1023,5.6,1,175.0,106.04,204,750
COMA_Vanilla,EPyMARL,1024,5.28,4,165.0,101.14,168,750
COMA_Vanilla,EPyMARL,1025,5.28,4,165.0,87.39,36,750
COMA_Vanilla,EPyMARL,1026,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1027,5.44,4,170.0,75.47,12,750
COMA_Vanilla,EPyMARL,1028,5.28,3,165.0,106.52,657,750
COMA_Vanilla,EPyMARL,1029,5.28,3,165.0,107.18,731,750
COMA_Vanilla,EPyMARL,1030,5.28,3,165.0,103.85,502,750
COMA_Vanilla,EPyMARL,1031,5.28,4,165.0,109.28,510,750
COMA_Vanilla,EPyMARL,1032,5.28,4,165.0,83.34,24,750
COMA_Vanilla,EPyMARL,1033,5.6,2,175.0,107.82,288,750
COMA_Vanilla,EPyMARL,1034,5.44,1,170.0,106.13,168,750
COMA_Vanilla,EPyMARL,1035,5.6,1,175.0,106.43,204,750
COMA_Vanilla,EPyMARL,1036,5.44,3,170.0,105.44,407,750
COMA_Vanilla,EPyMARL,1037,5.6,1,175.0,105.4,198,750
COMA_Vanilla,EPyMARL,1038,5.28,3,165.0,108.28,720,750
COMA_Vanilla,EPyMARL,1039,5.28,4,165.0,90.22,48,750
COMA_Vanilla,EPyMARL,1040,4.64,4,145.0,64.11,0,750
COMA_Vanilla,EPyMARL,1041,5.6,1,175.0,106.37,218,750
COMA_Vanilla,EPyMARL,1042,5.44,2,170.0,108.88,307,750
COMA_Vanilla,EPyMARL,1043,5.6,2,175.0,108.87,609,750
COMA_Vanilla,EPyMARL,1044,5.28,1,165.0,104.42,192,750
COMA_Vanilla,EPyMARL,1045,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1046,5.44,1,170.0,105.59,180,750
COMA_Vanilla,EPyMARL,1047,5.28,4,165.0,99.34,168,750
COMA_Vanilla,EPyMARL,1048,5.28,3,165.0,106.35,688,750
COMA_Vanilla,EPyMARL,1049,5.6,2,175.0,105.66,234,750
COMA_Vanilla,EPyMARL,1050,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1051,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1052,5.28,4,165.0,101.68,431,750
COMA_Vanilla,EPyMARL,1053,5.6,4,175.0,105.62,653,750
COMA_Vanilla,EPyMARL,1054,5.6,2,175.0,106.2,245,750
COMA_Vanilla,EPyMARL,1055,5.28,3,165.0,109.07,407,750
COMA_Vanilla,EPyMARL,1056,5.28,2,165.0,109.47,740,750
COMA_Vanilla,EPyMARL,1057,4.64,2,145.0,118.57,1406,750
COMA_Vanilla,EPyMARL,1058,5.92,2,185.0,103.62,418,750
COMA_Vanilla,EPyMARL,1059,5.28,3,165.0,108.64,779,750
COMA_Vanilla,EPyMARL,1060,5.6,1,175.0,105.92,204,750
COMA_Vanilla,EPyMARL,1061,6.08,1,190.0,105.53,204,750
COMA_Vanilla,EPyMARL,1062,5.44,1,170.0,106.13,168,750
COMA_Vanilla,EPyMARL,1063,5.28,4,165.0,93.86,72,750
COMA_Vanilla,EPyMARL,1064,5.44,1,170.0,105.43,195,750
COMA_Vanilla,EPyMARL,1065,5.28,3,165.0,108.19,564,750
COMA_Vanilla,EPyMARL,1066,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1067,5.6,2,175.0,108.64,264,750
COMA_Vanilla,EPyMARL,1068,5.28,3,165.0,106.36,688,750
COMA_Vanilla,EPyMARL,1069,5.28,3,165.0,107.07,568,750
COMA_Vanilla,EPyMARL,1070,5.28,3,165.0,105.79,657,750
COMA_Vanilla,EPyMARL,1071,5.28,1,165.0,104.76,214,750
COMA_Vanilla,EPyMARL,1072,5.28,3,165.0,110.38,491,750
COMA_Vanilla,EPyMARL,1073,5.28,3,165.0,104.86,595,750
COMA_Vanilla,EPyMARL,1074,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1075,5.6,1,175.0,105.68,204,750
COMA_Vanilla,EPyMARL,1076,5.28,3,165.0,103.7,488,750
COMA_Vanilla,EPyMARL,1077,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1078,5.28,4,165.0,109.41,575,750
COMA_Vanilla,EPyMARL,1079,5.92,3,185.0,106.13,691,750
COMA_Vanilla,EPyMARL,1080,5.28,0,165.0,105.33,204,750
COMA_Vanilla,EPyMARL,1081,5.28,3,165.0,111.96,505,750
COMA_Vanilla,EPyMARL,1082,5.28,3,165.0,105.31,626,750
COMA_Vanilla,EPyMARL,1083,5.6,1,175.0,106.5,204,750
COMA_Vanilla,EPyMARL,1084,5.6,1,175.0,105.98,204,750
COMA_Vanilla,EPyMARL,1085,5.28,4,165.0,93.61,72,750
COMA_Vanilla,EPyMARL,1086,5.28,4,165.0,87.15,36,750
COMA_Vanilla,EPyMARL,1087,5.6,1,175.0,106.41,204,750
COMA_Vanilla,EPyMARL,1088,5.28,4,165.0,83.31,24,750
COMA_Vanilla,EPyMARL,1089,5.6,1,175.0,105.43,204,750
COMA_Vanilla,EPyMARL,1090,5.6,1,175.0,105.44,204,750
COMA_Vanilla,EPyMARL,1091,5.28,1,165.0,105.22,173,750
COMA_Vanilla,EPyMARL,1092,5.92,1,185.0,104.57,299,750
COMA_Vanilla,EPyMARL,1093,5.44,1,170.0,105.35,201,750
COMA_Vanilla,EPyMARL,1094,5.6,1,175.0,106.21,204,750
COMA_Vanilla,EPyMARL,1095,5.44,4,170.0,89.79,48,750
COMA_Vanilla,EPyMARL,1096,5.92,3,185.0,104.05,542,750
COMA_Vanilla,EPyMARL,1097,5.28,4,165.0,83.62,24,750
COMA_Vanilla,EPyMARL,1098,5.28,4,165.0,103.74,494,750
COMA_Vanilla,EPyMARL,1099,5.92,1,185.0,103.37,751,750
COMA_SelfHeal,EPyMARL,1000,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1001,2.08,2,65.0,119.25,1093,750
COMA_SelfHeal,EPyMARL,1002,2.08,3,65.0,118.22,1268,750
COMA_SelfHeal,EPyMARL,1003,2.08,3,65.0,118.28,1136,750
COMA_SelfHeal,EPyMARL,1004,2.08,2,65.0,118.97,1404,750
COMA_SelfHeal,EPyMARL,1005,2.08,2,65.0,119.31,1021,750
COMA_SelfHeal,EPyMARL,1006,2.08,3,65.0,117.75,1255,750
COMA_SelfHeal,EPyMARL,1007,2.08,2,65.0,119.27,1074,750
COMA_SelfHeal,EPyMARL,1008,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1009,2.08,2,65.0,118.92,1451,750
COMA_SelfHeal,EPyMARL,1010,2.08,3,65.0,117.0,1055,750
COMA_SelfHeal,EPyMARL,1011,2.08,2,65.0,119.24,1456,750
COMA_SelfHeal,EPyMARL,1012,2.08,2,65.0,119.02,1357,750
COMA_SelfHeal,EPyMARL,1013,2.08,2,65.0,119.39,904,750
COMA_SelfHeal,EPyMARL,1014,2.08,2,65.0,119.42,850,750
COMA_SelfHeal,EPyMARL,1015,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1016,2.08,2,65.0,119.8,1465,750
COMA_SelfHeal,EPyMARL,1017,2.08,2,65.0,118.86,1503,750
COMA_SelfHeal,EPyMARL,1018,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1019,2.08,3,65.0,118.8,1170,750
COMA_SelfHeal,EPyMARL,1020,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1021,2.08,3,65.0,119.11,1439,750
COMA_SelfHeal,EPyMARL,1022,2.08,2,65.0,119.56,934,750
COMA_SelfHeal,EPyMARL,1023,2.08,2,65.0,119.05,1327,750
COMA_SelfHeal,EPyMARL,1024,2.08,3,65.0,119.35,862,750
COMA_SelfHeal,EPyMARL,1025,2.08,3,65.0,118.68,1453,750
COMA_SelfHeal,EPyMARL,1026,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1027,2.08,2,65.0,119.55,1465,750
COMA_SelfHeal,EPyMARL,1028,2.08,3,65.0,118.21,1159,750
COMA_SelfHeal,EPyMARL,1029,2.08,2,65.0,118.78,1507,750
COMA_SelfHeal,EPyMARL,1030,2.08,2,65.0,119.27,1054,750
COMA_SelfHeal,EPyMARL,1031,2.08,4,65.0,114.62,834,750
COMA_SelfHeal,EPyMARL,1032,2.08,3,65.0,117.14,1159,750
COMA_SelfHeal,EPyMARL,1033,2.08,3,65.0,118.29,1330,750
COMA_SelfHeal,EPyMARL,1034,2.08,2,65.0,118.74,1495,750
COMA_SelfHeal,EPyMARL,1035,2.08,1,65.0,120.54,788,750
COMA_SelfHeal,EPyMARL,1036,2.08,3,65.0,118.63,1014,750
COMA_SelfHeal,EPyMARL,1037,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1038,2.08,2,65.0,119.22,1450,750
COMA_SelfHeal,EPyMARL,1039,2.08,2,65.0,118.95,1426,750
COMA_SelfHeal,EPyMARL,1040,2.08,3,65.0,116.77,843,750
COMA_SelfHeal,EPyMARL,1041,2.08,2,65.0,118.98,1393,750
COMA_SelfHeal,EPyMARL,1042,2.08,3,65.0,116.95,1056,750
COMA_SelfHeal,EPyMARL,1043,2.08,3,65.0,117.2,982,750
COMA_SelfHeal,EPyMARL,1044,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1045,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1046,2.08,2,65.0,119.24,1104,750
COMA_SelfHeal,EPyMARL,1047,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1048,2.08,2,65.0,118.93,1437,750
COMA_SelfHeal,EPyMARL,1049,2.08,2,65.0,119.23,1114,750
COMA_SelfHeal,EPyMARL,1050,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1051,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1052,2.08,3,65.0,117.01,1006,750
COMA_SelfHeal,EPyMARL,1053,2.08,3,65.0,118.07,1199,750
COMA_SelfHeal,EPyMARL,1054,2.08,2,65.0,118.94,1428,750
COMA_SelfHeal,EPyMARL,1055,2.08,4,65.0,117.27,1056,750
COMA_SelfHeal,EPyMARL,1056,2.08,3,65.0,116.37,974,750
COMA_SelfHeal,EPyMARL,1057,2.08,2,65.0,119.22,1441,750
COMA_SelfHeal,EPyMARL,1058,2.08,2,65.0,119.35,959,750
COMA_SelfHeal,EPyMARL,1059,2.08,2,65.0,118.64,1467,750
COMA_SelfHeal,EPyMARL,1060,2.08,2,65.0,119.19,1164,750
COMA_SelfHeal,EPyMARL,1061,2.08,2,65.0,119.17,1197,750
COMA_SelfHeal,EPyMARL,1062,2.08,2,65.0,118.77,1503,750
COMA_SelfHeal,EPyMARL,1063,2.08,2,65.0,119.08,1284,750
COMA_SelfHeal,EPyMARL,1064,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1065,2.08,3,65.0,116.21,1012,750
COMA_SelfHeal,EPyMARL,1066,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1067,2.08,3,65.0,117.08,997,750
COMA_SelfHeal,EPyMARL,1068,2.08,2,65.0,118.93,1433,750
COMA_SelfHeal,EPyMARL,1069,2.08,3,65.0,118.38,1020,750
COMA_SelfHeal,EPyMARL,1070,2.08,3,65.0,118.86,1345,750
COMA_SelfHeal,EPyMARL,1071,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1072,2.08,4,65.0,115.87,621,750
COMA_SelfHeal,EPyMARL,1073,2.08,2,65.0,119.12,1246,750
COMA_SelfHeal,EPyMARL,1074,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1075,2.08,2,65.0,119.34,977,750
COMA_SelfHeal,EPyMARL,1076,2.08,2,65.0,119.25,1087,750
COMA_SelfHeal,EPyMARL,1077,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1078,2.08,4,65.0,117.17,1035,750
COMA_SelfHeal,EPyMARL,1079,2.08,3,65.0,117.45,1193,750
COMA_SelfHeal,EPyMARL,1080,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1081,2.08,4,65.0,113.79,755,750
COMA_SelfHeal,EPyMARL,1082,2.08,2,65.0,119.07,1296,750
COMA_SelfHeal,EPyMARL,1083,2.08,1,65.0,121.71,728,750
COMA_SelfHeal,EPyMARL,1084,2.08,2,65.0,119.15,1208,750
COMA_SelfHeal,EPyMARL,1085,2.08,2,65.0,119.05,1318,750
COMA_SelfHeal,EPyMARL,1086,2.08,2,65.0,118.86,1505,750
COMA_SelfHeal,EPyMARL,1087,2.08,1,65.0,119.99,812,750
COMA_SelfHeal,EPyMARL,1088,2.08,2,65.0,118.76,1500,750
COMA_SelfHeal,EPyMARL,1089,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1090,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1091,2.08,2,65.0,119.1,1263,750
COMA_SelfHeal,EPyMARL,1092,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1093,2.08,1,65.0,119.48,836,750
COMA_SelfHeal,EPyMARL,1094,2.08,2,65.0,118.96,1407,750
COMA_SelfHeal,EPyMARL,1095,2.08,2,65.0,118.91,1450,750
COMA_SelfHeal,EPyMARL,1096,2.08,2,65.0,119.15,1208,750
COMA_SelfHeal,EPyMARL,1097,2.08,3,65.0,118.23,1384,750
COMA_SelfHeal,EPyMARL,1098,2.08,3,65.0,118.31,1242,750
COMA_SelfHeal,EPyMARL,1099,2.08,1,65.0,122.59,723,750
